source,origin,destination,airline,flight_no,departure_date,lead_time_days,fare_class,base_fare,taxes,total_fare,currency,collected_at
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,1,ECONOMY,3740.46,1055.0,4795.46,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,45,ECONOMY,2906.81,819.87,3726.68,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,30,ECONOMY,3058.18,862.56,3920.75,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,21,ECONOMY,3102.39,875.03,3977.43,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,15,ECONOMY,3260.03,919.5,4179.53,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,7,ECONOMY,3271.2,922.64,4193.84,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,IXC,6E,6E-DEMO904,2026-10-26,1,ECONOMY,3316.5,935.42,4251.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,45,ECONOMY,5226.44,1474.12,6700.57,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,30,ECONOMY,5410.88,1526.15,6937.03,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,21,ECONOMY,5601.03,1579.78,7180.8,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,15,ECONOMY,5747.75,1621.16,7368.92,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,7,ECONOMY,5601.88,1580.02,7181.9,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GAU,AI,AI-DEMO905,2026-10-26,1,ECONOMY,5738.71,1618.61,7357.32,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,45,ECONOMY,4465.25,1259.43,5724.68,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,30,ECONOMY,4537.65,1279.85,5817.5,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,21,ECONOMY,4619.25,1302.86,5922.11,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,15,ECONOMY,4726.06,1332.99,6059.05,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,7,ECONOMY,4745.17,1338.38,6083.55,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,COK,6E,6E-DEMO906,2026-10-26,1,ECONOMY,4930.66,1390.7,6321.35,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,45,ECONOMY,2972.76,838.47,3811.23,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,30,ECONOMY,3226.83,910.13,4136.96,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,21,ECONOMY,3185.09,898.36,4083.45,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,15,ECONOMY,3263.91,920.59,4184.5,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,7,ECONOMY,3279.79,925.07,4204.86,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,PNQ,6E,6E-DEMO907,2026-10-26,1,ECONOMY,3438.92,969.95,4408.88,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,45,ECONOMY,4126.49,1163.88,5290.38,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,30,ECONOMY,4257.09,1200.72,5457.8,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,21,ECONOMY,4486.62,1265.46,5752.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,15,ECONOMY,4517.14,1274.07,5791.21,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,7,ECONOMY,4532.41,1278.37,5810.79,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,JAI,AI,AI-DEMO908,2026-10-26,1,ECONOMY,4568.68,1288.6,5857.28,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,45,ECONOMY,3467.32,977.96,4445.29,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,30,ECONOMY,3641.64,1027.13,4668.77,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,21,ECONOMY,3657.47,1031.59,4689.06,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,15,ECONOMY,3812.76,1075.39,4888.15,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,7,ECONOMY,3817.94,1076.86,4894.8,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,COK,6E,6E-DEMO909,2026-10-26,1,ECONOMY,3822.97,1078.27,4901.25,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,45,ECONOMY,4839.36,1364.95,6204.31,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,30,ECONOMY,5123.04,1444.96,6568.0,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,21,ECONOMY,5094.08,1436.79,6530.87,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,15,ECONOMY,5257.93,1483.01,6740.94,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,7,ECONOMY,5250.45,1480.9,6731.35,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,CCU,AI,AI-DEMO910,2026-10-26,1,ECONOMY,5319.32,1500.32,6819.64,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,45,ECONOMY,3060.94,863.34,3924.28,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,30,ECONOMY,3229.0,910.74,4139.74,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,21,ECONOMY,3292.06,928.53,4220.59,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,15,ECONOMY,3273.3,923.24,4196.53,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,7,ECONOMY,3317.55,935.72,4253.27,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,MAA,6E,6E-DEMO911,2026-10-26,1,ECONOMY,3301.6,931.22,4232.82,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,45,ECONOMY,4314.19,1216.82,5531.01,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,30,ECONOMY,4412.36,1244.51,5656.87,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,21,ECONOMY,4457.44,1257.23,5714.67,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,15,ECONOMY,4569.55,1288.85,5858.4,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,7,ECONOMY,4604.63,1298.74,5903.37,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,CCU,AI,AI-DEMO912,2026-10-26,1,ECONOMY,4773.27,1346.31,6119.58,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,45,ECONOMY,3996.42,1127.2,5123.62,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,30,ECONOMY,4059.09,1144.87,5203.97,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,21,ECONOMY,4138.49,1167.27,5305.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,15,ECONOMY,4223.68,1191.29,5414.97,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,7,ECONOMY,4378.15,1234.86,5613.01,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BOM,6E,6E-DEMO913,2026-10-26,1,ECONOMY,4297.04,1211.99,5509.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,45,ECONOMY,3079.08,868.46,3947.54,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,30,ECONOMY,3105.97,876.04,3982.01,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,21,ECONOMY,3264.83,920.85,4185.68,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,15,ECONOMY,3213.78,906.45,4120.23,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,7,ECONOMY,3273.32,923.24,4196.56,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,BLR,6E,6E-DEMO914,2026-10-26,1,ECONOMY,3419.4,964.45,4383.85,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,45,ECONOMY,4687.61,1322.15,6009.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,30,ECONOMY,4824.08,1360.64,6184.71,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,21,ECONOMY,4982.37,1405.28,6387.66,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,15,ECONOMY,5128.7,1446.56,6575.26,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,7,ECONOMY,5169.63,1458.1,6627.73,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BOM,AI,AI-DEMO915,2026-10-26,1,ECONOMY,5280.88,1489.48,6770.36,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,45,ECONOMY,4616.87,1302.2,5919.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,30,ECONOMY,4745.19,1338.39,6083.58,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,21,ECONOMY,4829.08,1362.05,6191.13,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,15,ECONOMY,5008.93,1412.77,6421.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,7,ECONOMY,4943.77,1394.4,6338.17,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,BLR,6E,6E-DEMO916,2026-10-26,1,ECONOMY,5147.77,1451.93,6599.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,45,ECONOMY,5217.76,1471.68,6689.44,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,30,ECONOMY,5315.36,1499.2,6814.56,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,21,ECONOMY,5525.05,1558.35,7083.4,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,15,ECONOMY,5477.66,1544.98,7022.64,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,7,ECONOMY,5598.59,1579.09,7177.67,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,DEL,AI,AI-DEMO917,2026-10-26,1,ECONOMY,5567.47,1570.31,7137.78,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,45,ECONOMY,2610.61,736.33,3346.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,30,ECONOMY,2798.1,789.21,3587.31,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,21,ECONOMY,2805.15,791.2,3596.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,15,ECONOMY,2797.57,789.06,3586.62,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,7,ECONOMY,2940.9,829.48,3770.38,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,GOI,BOM,6E,6E-DEMO918,2026-10-26,1,ECONOMY,2934.96,827.81,3762.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,45,ECONOMY,3426.26,966.38,4392.65,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,30,ECONOMY,3541.09,998.77,4539.85,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,21,ECONOMY,3543.55,999.46,4543.01,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,15,ECONOMY,3696.05,1042.48,4738.53,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,7,ECONOMY,3770.93,1063.6,4834.53,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,DEL,6E,6E-DEMO919,2026-10-26,1,ECONOMY,3818.59,1077.04,4895.63,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,45,ECONOMY,3481.2,981.88,4463.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,30,ECONOMY,3688.28,1040.29,4728.57,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,21,ECONOMY,3659.49,1032.16,4691.65,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,15,ECONOMY,3780.84,1066.39,4847.23,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,7,ECONOMY,3744.27,1056.08,4800.35,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,AMD,BOM,AI,AI-DEMO920,2026-10-26,1,ECONOMY,3821.15,1077.76,4898.91,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,45,ECONOMY,5329.6,1503.22,6832.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,30,ECONOMY,5304.02,1496.01,6800.03,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,21,ECONOMY,5657.15,1595.61,7252.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,15,ECONOMY,5678.29,1601.57,7279.86,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,7,ECONOMY,5845.33,1648.68,7494.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,DEL,6E,6E-DEMO921,2026-10-26,1,ECONOMY,5911.65,1667.39,7579.04,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,45,ECONOMY,3460.11,975.93,4436.03,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,30,ECONOMY,3446.5,972.09,4418.59,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,21,ECONOMY,3644.8,1028.02,4672.82,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,15,ECONOMY,3696.68,1042.65,4739.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,7,ECONOMY,3756.39,1059.5,4815.89,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,COK,BLR,AI,AI-DEMO922,2026-10-26,1,ECONOMY,3674.48,1036.39,4710.87,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,45,ECONOMY,3154.09,889.61,4043.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,30,ECONOMY,3273.7,923.35,4197.06,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,21,ECONOMY,3198.84,902.24,4101.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,15,ECONOMY,3260.67,919.68,4180.35,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,7,ECONOMY,3385.84,954.98,4340.82,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,JAI,DEL,6E,6E-DEMO923,2026-10-26,1,ECONOMY,3460.86,976.14,4437.0,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,45,ECONOMY,3008.4,848.52,3856.92,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,30,ECONOMY,3088.82,871.2,3960.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,21,ECONOMY,3207.9,904.79,4112.69,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,15,ECONOMY,3226.04,909.91,4135.95,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,7,ECONOMY,3246.64,915.72,4162.35,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,LKO,DEL,AI,AI-DEMO924,2026-10-26,1,ECONOMY,3338.37,941.59,4279.96,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,45,ECONOMY,3145.34,887.15,4032.49,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,30,ECONOMY,3252.65,917.42,4170.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,21,ECONOMY,3283.57,926.13,4209.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,15,ECONOMY,3316.21,935.34,4251.56,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,7,ECONOMY,3498.86,986.86,4485.72,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,PAT,DEL,6E,6E-DEMO925,2026-10-26,1,ECONOMY,3398.17,958.46,4356.62,INR,2026-09-11T23:53:12
